Card ID,Week,System,Module,Topic,Subtopic,Learning Objective,Difficulty,Depth of Knowledge,Tier,Question,Answer,Explanation,Common Misconception,Tags
W1-138,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What planes form the nine-region abdominal grid?,"Two midclavicular planes, the subcostal plane, and the transtubercular plane.","Two midclavicular, the subcostal, and the transtubercular planes draw the nine-region grid.",Confusing the nine-region planes with the two quadrant planes.,nine regions
W1-139,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the right hypochondriac region?,Upper right region; includes gallbladder and right lobe of liver.,The right hypochondriac region overlies the gallbladder and right lobe of the liver.,Confusing hypochondriac (upper) with iliac (lower) regions.,nine regions
W1-140,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the epigastric region?,"Upper center region; includes stomach, duodenum, and pancreas.","The epigastric region overlies the stomach, duodenum, and pancreas.",Placing the appendix in the epigastric region.,nine regions
W1-141,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the left hypochondriac region?,Upper left region; includes spleen and tail of pancreas.,The left hypochondriac region overlies the spleen and pancreatic tail.,Confusing left hypochondriac with left lumbar.,nine regions
W1-142,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the right lumbar region?,Middle right region; includes ascending colon and right kidney.,The right lumbar region overlies the ascending colon and right kidney.,Confusing lumbar (middle) with iliac (lower) regions.,nine regions
W1-143,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the umbilical region?,Center region; includes transverse colon and coils of small intestine.,The umbilical region overlies the transverse colon and coils of small intestine.,Confusing umbilical with epigastric.,nine regions
W1-144,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the left lumbar region?,Middle left region; includes descending colon and left kidney.,The left lumbar region overlies the descending colon and left kidney.,Confusing left lumbar with left iliac.,nine regions
W1-145,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the right iliac region?,Lower right region; includes cecum and appendix.,"The right iliac region overlies the cecum and appendix, the classic appendicitis site.",Confusing right iliac with right lumbar.,nine regions
W1-146,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the hypogastric region?,Lower center region; includes urinary bladder and sigmoid colon.,The hypogastric region overlies the bladder and sigmoid colon.,Confusing hypogastric with umbilical.,nine regions
W1-147,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the left iliac region?,Lower left region; includes sigmoid colon.,The left iliac region overlies the sigmoid colon.,Confusing left iliac with left lumbar.,nine regions
W1-148,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What two planes form the four abdominopelvic quadrants?,Median plane and transumbilical plane.,The median and transumbilical planes cross at the navel to form four quadrants.,Using the nine-region planes to make quadrants.,quadrants
W1-149,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What organs are commonly in the RUQ?,"Liver, gallbladder, right kidney, hepatic flexure, and head of pancreas.","The RUQ holds the liver, gallbladder, right kidney, hepatic flexure, and pancreatic head.",Placing the spleen in the RUQ.,RUQ
W1-150,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What organs are commonly in the LUQ?,"Stomach, spleen, left kidney, splenic flexure, and tail of pancreas.","The LUQ holds the stomach, spleen, left kidney, splenic flexure, and pancreatic tail.",Placing the appendix in the LUQ.,LUQ
W1-151,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What organs are commonly in the RLQ?,"Cecum, appendix, and right ovary.","The RLQ holds the cecum, appendix, and right ovary.",Placing the sigmoid colon in the RLQ.,RLQ
W1-152,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What organs are commonly in the LLQ?,Sigmoid colon and left ovary.,The LLQ holds the sigmoid colon and left ovary.,Placing the appendix in the LLQ.,LLQ
W1-153,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,core,Which quadrant is the classic site of appendicitis pain?,Right lower quadrant.,Right lower quadrant pain with rebound points to appendicitis until proven otherwise.,Localizing appendicitis to the left lower quadrant.,RLQ; appendicitis
W1-154,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,core,Which quadrant is classically associated with diverticulitis pain?,Left lower quadrant.,Left lower quadrant pain in an older adult classically suggests diverticulitis.,Placing diverticulitis pain in the RLQ.,LLQ; diverticulitis
W1-155,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,core,Which quadrant is classically associated with gallbladder disease?,Right upper quadrant.,Right upper quadrant pain classically points to gallbladder disease.,Placing gallbladder pain in the LUQ.,RUQ; gallbladder
W1-156,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,core,Compare intraperitoneal and retroperitoneal organs by mobility.,Intraperitoneal organs are relatively mobile; retroperitoneal organs are more fixed against the posterior wall.,Intraperitoneal organs slung by mesenteries are mobile; retroperitoneal ones are fixed.,Thinking retroperitoneal organs move as freely as intraperitoneal ones.,peritoneal relationships
W1-157,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,core,Why can retroperitoneal bleeding be harder to detect?,It can stay hidden behind the peritoneum and present as flank or back pain.,A retroperitoneal bleed can hide behind the peritoneum and show only as flank or back pain.,Expecting every abdominal bleed to cause obvious peritoneal signs.,retroperitoneal; clinical
W1-158,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",4,3,core,A kidney injury causes flank pain with hidden bleeding. Which peritoneal relationship explains this?,The kidneys are retroperitoneal.,"The kidneys are retroperitoneal, so their injury tends to cause flank pain with concealed bleeding.",Thinking kidney bleeding spreads freely in the peritoneal cavity.,kidneys; retroperitoneal
W1-159,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",4,3,core,Blood from a ruptured intraperitoneal organ spreads freely. Why?,Intraperitoneal organs are within the peritoneal cavity where fluid can spread.,Blood from an intraperitoneal organ spreads through the cavity and irritates it broadly.,Thinking intraperitoneal bleeding stays localized.,intraperitoneal; clinical
W1-160,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",4,3,core,A mass is found within the pericardium. Which mediastinal compartment is involved?,Middle mediastinum.,A mass within the pericardium is by definition in the middle mediastinum.,Placing pericardial masses in the anterior mediastinum.,mediastinum; clinical
W1-161,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",4,3,core,A mass lies between the sternum and pericardium. Which mediastinal compartment is involved?,Anterior mediastinum.,"A mass between the sternum and pericardium sits in the anterior mediastinum, a common thymoma site.",Confusing anterior with middle mediastinum.,mediastinum; clinical
W1-162,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",4,3,core,A mass lies between the pericardium and thoracic vertebrae. Which mediastinal compartment is involved?,Posterior mediastinum.,A mass between the pericardium and spine lies in the posterior mediastinum.,Confusing posterior with anterior mediastinum.,mediastinum; clinical
W1-163,Week 1,Cell Anatomy,Cell Anatomy,General Cell,General Cell,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is a generalized cell?,A composite model showing features shared by most body cells.,The generalized cell is a teaching composite; no real cell has every feature at once.,Thinking every body cell looks exactly like the generalized model.,cell anatomy
W1-164,Week 1,Cell Anatomy,Cell Anatomy,General Cell,General Cell,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,Name the three basic regions of a generalized cell.,"Plasma membrane, cytoplasm, and nucleus.","The three regions are the plasma membrane, cytoplasm, and nucleus.",Leaving out the plasma membrane as a region.,cell anatomy
W1-165,Week 1,Cell Anatomy,Cell Anatomy,General Cell,General Cell,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the plasma membrane?,The outer boundary that encloses the cell and separates it from surroundings.,The plasma membrane is the selective outer boundary controlling what enters and leaves.,"Thinking the membrane is a solid, impermeable wall.",plasma membrane
W1-166,Week 1,Cell Anatomy,Cell Anatomy,General Cell,General Cell,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is cytoplasm?,Everything between the plasma membrane and nucleus: cytosol plus organelles.,"Cytoplasm is everything between the membrane and nucleus, the cytosol plus organelles.",Equating cytoplasm with cytosol alone.,cytoplasm
W1-167,Week 1,Cell Anatomy,Cell Anatomy,General Cell,General Cell,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the nucleus?,"The cell’s control center, usually the largest structure.","The nucleus is the control center, usually the largest structure in the cell.",Thinking the nucleus builds proteins rather than storing the code.,nucleus
W1-168,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the phospholipid bilayer?,A double layer of phospholipids forming the basic fabric of the membrane.,"The phospholipid bilayer is the continuous fabric of the membrane, heads out and tails in.",Thinking the bilayer is one layer thick.,plasma membrane
W1-169,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What does the fluid mosaic model describe?,Proteins drifting within the phospholipid bilayer.,The fluid mosaic model describes proteins drifting within a fluid lipid bilayer.,Picturing membrane proteins as locked in place.,fluid mosaic model
W1-170,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are integral proteins?,Proteins firmly embedded in the bilayer; many span it as transmembrane proteins.,"Integral proteins are embedded in the bilayer, most spanning it as transmembrane proteins.",Confusing integral with peripheral proteins.,integral proteins
W1-171,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What do integral proteins commonly form?,"Channels, carriers, and receptors.","Integral proteins form the channels, carriers, and receptors that move and sense substances.",Thinking integral proteins are purely structural.,integral proteins
W1-172,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are peripheral proteins?,Proteins loosely attached to one membrane face or to integral proteins.,Peripheral proteins attach loosely to a membrane face or to integral proteins.,Thinking peripheral proteins span the membrane.,peripheral proteins
W1-173,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What do peripheral proteins do?,Act as enzymes and brace cell shape.,Peripheral proteins act as enzymes and help brace the cell's shape.,Assuming peripheral proteins form channels.,peripheral proteins
