Card ID,Week,System,Module,Topic,Subtopic,Learning Objective,Difficulty,Depth of Knowledge,Tier,Question,Answer,Explanation,Common Misconception,Tags
W1-217,Week 1,Cell Anatomy,Cell Anatomy,Cytoskeleton,Cytoskeleton,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What do centrioles organize during cell division?,The spindle.,Centrioles organize the spindle that separates chromosomes during division.,Thinking centrioles build the cell membrane.,centrioles; spindle
W1-218,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the endomembrane system?,"The connected route of nuclear envelope, ER, Golgi apparatus, vesicles, and lysosomes.","The endomembrane system is the connected route of nuclear envelope, ER, Golgi, vesicles, and lysosomes.",Thinking mitochondria are part of the endomembrane system.,endomembrane system
W1-219,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,Where does a secreted protein begin its path?,Rough ER.,A secreted protein's path begins in the rough ER where it is made.,Thinking secretion starts at the Golgi.,secreted protein pathway
W1-220,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What carries a product from the ER to the Golgi apparatus?,A transport vesicle.,A transport vesicle buds from the ER and carries the product to the Golgi.,Thinking the product moves without a vesicle.,transport vesicle
W1-221,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,"What organelle sorts, modifies, and packages a product?",Golgi apparatus.,"The Golgi sorts, modifies, and packages the product mid-path.",Thinking the Golgi only stores products.,Golgi apparatus
W1-222,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What carries a product from the Golgi to the plasma membrane?,A secretory vesicle.,A secretory vesicle carries the finished product from the Golgi to the membrane.,Confusing transport and secretory vesicles.,secretory vesicle
W1-223,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is exocytosis?,The exit point where a vesicle fuses with the plasma membrane and releases the product.,"Exocytosis is the exit, where a vesicle fuses with the membrane and releases the product.",Confusing exocytosis with endocytosis.,exocytosis
W1-224,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is endocytosis?,"The reverse direction, where material is taken into the cell inside a newly formed vesicle.",Endocytosis brings material into the cell inside a newly formed vesicle.,Reversing exocytosis and endocytosis.,endocytosis
W1-225,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What cytoskeletal structure acts as tracks for vesicles?,Microtubules.,Microtubules serve as the tracks vesicles follow between organelles.,Thinking microfilaments guide vesicle transport.,microtubules; vesicles
W1-226,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What structure allows mRNA to leave the nucleus?,Nuclear pores.,Messenger RNA leaves the nucleus through the nuclear pores.,Thinking mRNA passes straight through the envelope.,nuclear pores
W1-227,Week 1,Cell Anatomy,Cell Anatomy,Organelle Comparison,Organelle Comparison,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Compare rough ER and smooth ER.,Rough ER has ribosomes and makes/packages proteins; smooth ER lacks ribosomes and makes lipids/stores calcium.,Rough ER has ribosomes and makes proteins; smooth ER lacks them and makes lipids.,Reversing the jobs of rough and smooth ER.,rough ER; smooth ER
W1-228,Week 1,Cell Anatomy,Cell Anatomy,Organelle Comparison,Organelle Comparison,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Compare lysosomes and peroxisomes.,Lysosomes digest worn parts and debris; peroxisomes neutralize toxins and free radicals.,Lysosomes digest worn parts; peroxisomes neutralize toxins and free radicals.,Thinking both organelles do the same digestion.,lysosomes; peroxisomes
W1-229,Week 1,Cell Anatomy,Cell Anatomy,Organelle Comparison,Organelle Comparison,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Compare mitochondria and ribosomes by function.,Mitochondria produce ATP; ribosomes build proteins.,"Mitochondria make ATP; ribosomes build proteins, two different jobs.",Thinking ribosomes make energy.,mitochondria; ribosomes
W1-230,Week 1,Cell Anatomy,Cell Anatomy,Organelle Comparison,Organelle Comparison,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Compare membranous and non-membranous organelles.,Membranous organelles are enclosed by membranes; non-membranous organelles are not membrane-bound.,Membranous organelles are enclosed by membranes; non-membranous ones are not.,Calling ribosomes a membranous organelle.,organelles
W1-231,Week 1,Cell Anatomy,Cell Anatomy,Cytoskeleton,Cytoskeleton,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,"Compare microfilaments, intermediate filaments, and microtubules.",Microfilaments are thinnest and actin-based; intermediate filaments resist tension; microtubules are thick hollow tracks.,Microfilaments are thinnest and actin-based; intermediate filaments resist tension; microtubules are thick tracks.,Confusing the three fiber types by size and job.,cytoskeleton
W1-232,Week 1,Cell Anatomy,Cell Anatomy,Cytoskeleton,Cytoskeleton,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Why are microtubules important for intracellular transport?,They form tracks that vesicles can follow between organelles.,Microtubules matter because vesicles ride along them between organelles.,Thinking transport happens without tracks.,microtubules; transport
W1-233,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Trace a secreted protein through the endomembrane system.,Rough ER → transport vesicle → Golgi apparatus → secretory vesicle → plasma membrane → exocytosis.,"The route is rough ER, transport vesicle, Golgi, secretory vesicle, membrane, exocytosis.",Skipping the Golgi in the secretion path.,secreted protein pathway
W1-234,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Why is the Golgi apparatus a mid-path stop?,"It sorts, modifies, and packages products before shipping them onward.","The Golgi is a mid-path stop that sorts, modifies, and packages before shipping.",Thinking the Golgi is the start of the path.,Golgi apparatus
W1-235,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,How does exocytosis differ from endocytosis?,Exocytosis releases material out of the cell; endocytosis brings material into the cell.,"Exocytosis releases material out; endocytosis takes material in, opposite directions.",Thinking both move material the same way.,exocytosis; endocytosis
W1-236,Week 1,Cell Anatomy,Cell Anatomy,Endomembrane System,Endomembrane System,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Why is the nuclear envelope included in the endomembrane system?,It is continuous with rough ER and participates in membrane-connected traffic.,The nuclear envelope belongs to the endomembrane system because it is continuous with rough ER.,Excluding the nuclear envelope from the endomembrane system.,nuclear envelope; ER
W1-237,Week 1,Cell Anatomy,Cell Anatomy,Cell Specialization,Cell Specialization,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,How are muscle cells structurally adapted for their job?,They are long and packed with mitochondria.,Muscle cells are long and packed with mitochondria to meet contraction's ATP demand.,Thinking muscle cells look like the generalized cell.,muscle cell
W1-238,Week 1,Cell Anatomy,Cell Anatomy,Cell Specialization,Cell Specialization,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,Why do muscle cells need many mitochondria?,"Contraction demands a constant, heavy supply of ATP.","Contraction needs a constant, heavy ATP supply, so muscle cells carry many mitochondria.",Thinking one mitochondrion suffices for a muscle cell.,muscle cell; mitochondria
W1-239,Week 1,Cell Anatomy,Cell Anatomy,Cell Specialization,Cell Specialization,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,How are red blood cells structurally adapted for their job?,They lose their nucleus and organelles.,Red blood cells shed their nucleus and organelles to free space for oxygen carriage.,Thinking mature red blood cells keep a nucleus.,red blood cell
W1-240,Week 1,Cell Anatomy,Cell Anatomy,Cell Specialization,Cell Specialization,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,Why does a red blood cell lose its nucleus and organelles?,To free interior space for oxygen-carrying contents.,Losing the nucleus frees interior room for hemoglobin and oxygen.,Thinking the nucleus helps a red cell carry oxygen.,red blood cell
W1-241,Week 1,Cell Anatomy,Cell Anatomy,Cell Specialization,Cell Specialization,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,How are white blood cells structurally adapted for their job?,They change shape freely.,White blood cells change shape freely to do their job.,Thinking white cells are rigid.,white blood cell
W1-242,Week 1,Cell Anatomy,Cell Anatomy,Cell Specialization,Cell Specialization,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,Why do white blood cells need to change shape?,They can squeeze between cells to reach a site of infection.,Shape change lets a white cell squeeze between cells to reach an infection.,Thinking white cells travel only within vessels.,white blood cell
W1-243,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A cell cannot digest worn-out organelles. Which organelle is most likely defective?,Lysosome.,"A cell that cannot digest worn organelles has defective lysosomes, as in storage diseases.",Blaming mitochondria for failed digestion.,lysosomes; clinical
W1-244,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A cell cannot neutralize toxins and free radicals well. Which organelle is most likely defective?,Peroxisome.,A cell that cannot neutralize toxins and free radicals has defective peroxisomes.,Blaming lysosomes for toxin buildup.,peroxisomes; clinical
W1-245,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A cell cannot produce enough ATP for contraction. Which organelle is most directly involved?,Mitochondria.,A cell short on ATP for contraction points to mitochondrial failure.,Blaming ribosomes for low ATP.,mitochondria; clinical
W1-246,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A secreted protein is made but cannot be packaged and shipped correctly. Which organelle is most likely involved?,Golgi apparatus.,A protein made but not packaged points to a Golgi problem.,Blaming the rough ER when packaging fails.,Golgi; clinical
W1-247,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A product cannot move from ER to Golgi. Which structure likely failed?,Transport vesicles or microtubule tracks.,A product stuck between ER and Golgi implicates transport vesicles or their microtubule tracks.,Thinking the Golgi itself blocks ER-to-Golgi transport.,vesicles; microtubules
W1-248,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,Messenger RNA cannot leave the nucleus. Which structure is impaired?,Nuclear pores.,Messenger RNA trapped in the nucleus points to failed nuclear pores.,Blaming the nucleolus for mRNA that cannot exit.,nuclear pores; clinical
W1-249,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A cell surface loses its fuzzy identity coat. Which membrane component is affected?,Glycocalyx.,A lost fuzzy surface coat means the glycocalyx is affected.,Confusing the glycocalyx with the plasma membrane itself.,glycocalyx; clinical
W1-250,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A cell specialized for secretion would likely have abundant rough ER and Golgi. Why?,Rough ER makes proteins and Golgi sorts/packages them for export.,A secretory cell has abundant rough ER to make proteins and Golgi to package them.,Thinking secretory cells rely on smooth ER.,secretion; ER; Golgi
W1-251,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A steroid-producing cell would likely have abundant smooth ER. Why?,Smooth ER makes lipids.,A steroid-producing cell has abundant smooth ER because smooth ER makes lipids.,Thinking steroid cells rely on rough ER.,smooth ER; lipids
W1-252,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A cell with high calcium storage needs would rely heavily on which organelle?,Smooth ER.,"Smooth ER stores calcium, so cells with high calcium needs carry a lot of it.",Attributing calcium storage to the Golgi.,smooth ER; calcium
W1-253,Week 1,Tissues,Tissues,Origins,Origins,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is a tissue?,A group of cells that share a structure and a job.,A tissue is a group of cells sharing both a structure and a job.,Thinking any group of cells forms a tissue.,tissue
W1-254,Week 1,Tissues,Tissues,Germ Layers,Germ Layers,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What are the three primary germ layers?,"Ectoderm, mesoderm, and endoderm.","The three germ layers are ectoderm, mesoderm, and endoderm.",Naming only two germ layers.,germ layers
W1-255,Week 1,Tissues,Tissues,Germ Layers,Germ Layers,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What does ectoderm form?,The epidermis of the skin and all nervous tissue.,Ectoderm forms the epidermis and all nervous tissue.,Thinking ectoderm forms bone and muscle.,ectoderm
W1-256,Week 1,Tissues,Tissues,Germ Layers,Germ Layers,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What does mesoderm form?,"Muscle, bone, cartilage, blood, and most connective tissue.","Mesoderm forms muscle, bone, cartilage, blood, and most connective tissue.",Thinking mesoderm forms the skin's epidermis.,mesoderm
W1-257,Week 1,Tissues,Tissues,Germ Layers,Germ Layers,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What does endoderm form?,The epithelial lining of the digestive and respiratory tracts and their glands.,Endoderm forms the epithelial lining of the digestive and respiratory tracts and their glands.,Thinking endoderm forms nervous tissue.,endoderm
W1-258,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,Name the four basic tissue types.,"Epithelial, connective, muscle, and nervous tissue.","The four tissue types are epithelial, connective, muscle, and nervous.",Leaving connective tissue off the list.,four tissue types
W1-259,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is the primary function of epithelial tissue?,"Covers surfaces, lines cavities and vessels, and forms glands.","Epithelium covers surfaces, lines cavities and vessels, and forms glands.",Thinking epithelium's main job is support.,epithelial tissue
W1-260,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,Where does epithelial tissue dominate?,"Epidermis, gut and vessel linings, and all glands.","Epithelium dominates the epidermis, gut and vessel linings, and all glands.",Placing epithelium mainly inside bones.,epithelial tissue
W1-261,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is the primary function of connective tissue?,"Binds, supports, and protects.","Connective tissue binds, supports, and protects, the most widespread type.",Thinking connective tissue mainly covers surfaces.,connective tissue
W1-262,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,Where is connective tissue found?,"Throughout the body, between and within organs.","Connective tissue is found throughout the body, between and within organs.",Thinking connective tissue is limited to tendons.,connective tissue
W1-263,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is the primary function of muscle tissue?,Produces movement by contracting.,Muscle tissue produces movement by contracting.,Thinking muscle tissue's main job is support.,muscle tissue
W1-264,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,Where is muscle tissue found?,"Skeletal muscles, heart wall, and walls of hollow organs.","Muscle tissue is in skeletal muscles, the heart wall, and walls of hollow organs.",Thinking muscle is only attached to bone.,muscle tissue
W1-265,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is the primary function of nervous tissue?,"Senses change, processes information, and directs responses.","Nervous tissue senses change, processes information, and directs responses.",Thinking nervous tissue mainly provides structure.,nervous tissue
W1-266,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,Where is nervous tissue found?,"Brain, spinal cord, and nerves.","Nervous tissue is found in the brain, spinal cord, and nerves.",Thinking nervous tissue is spread evenly through all organs.,nervous tissue
W1-267,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Compare epithelial and connective tissue by general role.,"Epithelial tissue covers and lines; connective tissue binds, supports, and protects.","Epithelium covers and lines; connective tissue binds, supports, and protects.",Blurring the roles of epithelial and connective tissue.,epithelial; connective
W1-268,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Compare muscle and nervous tissue by primary function.,"Muscle tissue contracts for movement; nervous tissue senses, processes, and directs responses.","Muscle contracts for movement; nervous tissue senses, processes, and directs.",Confusing the roles of muscle and nervous tissue.,muscle; nervous
W1-269,Week 1,Tissues,Tissues,Epithelial Tissue,Epithelial Tissue,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What are the major functions of epithelial tissue?,"Protection, absorption, secretion, filtration, and sensory reception.","Epithelial functions include protection, absorption, secretion, filtration, and sensory reception.",Thinking epithelium only protects.,epithelial functions
W1-270,Week 1,Tissues,Tissues,Epithelial Tissue,Epithelial Tissue,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What are general features of epithelial tissue?,"Tightly packed cells, little matrix, one free apical surface, avascular but innervated, high regeneration.","Epithelium is tightly packed with little matrix, one free surface, avascular but innervated, and quick to regenerate.",Thinking epithelium is richly vascular.,epithelial features
W1-271,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,How are epithelial tissues named?,By number of cell layers and shape of surface cells.,Epithelia are named by number of cell layers and the shape of the surface cells.,Naming epithelia by color or location alone.,epithelial classification
W1-272,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is simple epithelium?,"One cell layer, built for absorption, secretion, and filtration.","Simple epithelium is one cell layer, built for absorption, secretion, and filtration.",Thinking simple epithelium is best for protection.,simple epithelium
W1-273,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is stratified epithelium?,"Many cell layers, built for protection against wear.","Stratified epithelium is many layers, built to resist wear.",Thinking stratified epithelium is best for absorption.,stratified epithelium
W1-274,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What are squamous cells?,"Flat, thin cells that allow rapid diffusion and filtration.","Squamous cells are flat and thin, allowing rapid diffusion and filtration.",Thinking squamous cells are tall.,squamous cells
W1-275,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What are cuboidal cells?,Cube-shaped cells common in glands and kidney tubules for secretion and absorption.,"Cuboidal cells are cube-shaped, common in glands and kidney tubules for secretion and absorption.",Confusing cuboidal with squamous cells.,cuboidal cells
W1-276,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What are columnar cells?,Tall cells lining absorptive and secretory surfaces such as the gut.,"Columnar cells are tall, lining absorptive and secretory surfaces like the gut.",Thinking columnar cells are flat.,columnar cells
W1-277,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is pseudostratified epithelium?,"One layer that looks layered, often ciliated, lining the airways.","Pseudostratified epithelium is one layer that looks layered, often ciliated, lining airways.",Thinking pseudostratified epithelium truly has many layers.,pseudostratified epithelium
W1-278,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is transitional epithelium?,"Epithelium that stretches and recoils, lining the urinary tract.","Transitional epithelium stretches and recoils, lining the urinary tract.",Thinking transitional epithelium is rigid.,transitional epithelium
W1-279,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Compare simple and stratified epithelium.,Simple has one layer for exchange/absorption/secretion; stratified has many layers for protection.,Simple epithelium is one layer for exchange; stratified is many layers for protection.,Reversing which type protects and which exchanges.,simple; stratified
W1-280,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,"Compare squamous, cuboidal, and columnar cells.",Squamous are flat; cuboidal are cube-shaped; columnar are tall.,"Squamous are flat, cuboidal are cube-shaped, columnar are tall.",Mixing up the three cell shapes.,cell shapes
W1-281,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Why is stratified epithelium suited for protection?,Many layers resist wear and damage.,Many layers let stratified epithelium resist wear and damage.,Thinking a single layer protects best.,stratified epithelium
W1-282,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Why is simple squamous epithelium suited for diffusion?,"Flat, thin cells create a short diffusion distance.","Flat, thin squamous cells make a short diffusion distance ideal for exchange.",Thinking thick cells diffuse faster.,simple squamous
