Card ID,Week,System,Module,Topic,Subtopic,Learning Objective,Difficulty,Depth of Knowledge,Question,Answer,Explanation,Common Misconception,Tags
W1-011,Week 1,Foundations,Foundations,Anatomical Position,Anatomical Position,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",3,2,Why is anatomical position the reference for directional terms?,It keeps anatomical descriptions consistent regardless of how the person is positioned.,Fixing one standard position means 'anterior' means the same thing no matter how the patient lies.,Assuming directional terms change when the body moves.,anatomical position
W1-012,Week 1,Foundations,Foundations,Planes,Planes,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does a sagittal plane divide the body into?,Right and left parts.,"Any vertical cut separating right from left is sagittal, whether or not the halves are equal.",Thinking every sagittal cut makes equal halves.,planes
W1-013,Week 1,Foundations,Foundations,Planes,Planes,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does a midsagittal plane divide the body into?,Equal right and left halves.,"The midsagittal (median) plane runs on the midline, giving mirror-image halves.",Calling any right-left cut midsagittal.,planes
W1-014,Week 1,Foundations,Foundations,Planes,Planes,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does a parasagittal plane divide the body into?,Unequal right and left parts.,"Para- means beside, so a parasagittal plane sits off the midline and yields unequal parts.",Confusing parasagittal with midsagittal.,planes
W1-015,Week 1,Foundations,Foundations,Planes,Planes,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does a frontal plane divide the body into?,Anterior and posterior parts.,"The frontal (coronal) plane splits front from back, the view of an MRI read face-on.",Mixing the frontal plane up with the sagittal plane.,planes
W1-016,Week 1,Foundations,Foundations,Planes,Planes,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does a transverse plane divide the body into?,Superior and inferior parts; a cross section.,"A transverse cut is horizontal, producing the cross sections seen on a CT scan.",Thinking transverse divides right from left.,planes
W1-017,Week 1,Foundations,Foundations,Planes,Planes,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What is an oblique plane?,A plane at an angle between horizontal and vertical.,An oblique plane is any angled cut that is neither purely vertical nor horizontal.,Assuming oblique is a fixed standard plane rather than any angle.,planes
W1-018,Week 1,Foundations,Foundations,Planes,Planes,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",3,2,Compare midsagittal and parasagittal planes.,Midsagittal divides equal right and left halves; parasagittal divides unequal right and left parts.,Both are vertical right-left cuts; only their distance from the midline differs.,Treating them as unrelated instead of midline versus off-midline.,planes
W1-019,Week 1,Foundations,Foundations,Planes,Planes,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",3,2,Which plane is commonly associated with CT cross sections?,Transverse plane.,CT slices are transverse because the scanner images the body in horizontal cross sections.,Guessing the frontal plane for a CT cross section.,planes; imaging
W1-020,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What is the opposite of superior?,Inferior.,"Superior and inferior run along the vertical, head-to-foot axis.",Swapping superior and inferior.,directional terms
W1-021,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What is the opposite of anterior?,Posterior.,Anterior and posterior run along the front-to-back axis; ventral and dorsal are synonyms.,Forgetting that ventral equals anterior and dorsal equals posterior.,directional terms
W1-022,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What is the opposite of medial?,Lateral.,Medial and lateral are always judged relative to the body's midline.,Judging medial and lateral from the limb instead of the midline.,directional terms
W1-023,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What is the opposite of proximal?,Distal.,"Proximal and distal describe position along a limb, from its attachment outward.",Using proximal and distal for the trunk.,directional terms
W1-024,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What is the opposite of superficial?,Deep.,Superficial and deep describe distance from the body surface.,Confusing deep with inferior.,directional terms
W1-025,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What is the opposite of cranial?,Caudal.,"Cranial points toward the head, caudal toward the tailbone, along the trunk's long axis.",Treating caudal as the same as posterior.,directional terms
W1-026,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What is the opposite of ipsilateral?,Contralateral.,"These matter in neurology, where a brain lesion often shows effects on the contralateral side.",Mixing ipsilateral (same side) with contralateral (opposite side).,directional terms
W1-027,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does superior mean?,Above or toward the head.,"Superior means toward the head end, not simply 'up' in space.",Equating superior with 'up' regardless of body position.,directional terms
W1-028,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does inferior mean?,Below or toward the feet.,Inferior means toward the feet along the body's long axis.,Reading inferior as 'lower quality' rather than a position.,directional terms
W1-029,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does anterior mean?,Toward the front of the body.,"Anterior, or ventral, is the front of the body in anatomical position.",Reversing anterior and posterior.,directional terms
W1-030,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does posterior mean?,Toward the back of the body.,"Posterior, or dorsal, is the back of the body.",Forgetting posterior and dorsal are the same.,directional terms
W1-031,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does medial mean?,Toward the midline.,"Medial means closer to the midline, like the nose relative to the eye.",Confusing medial with the middle of a structure.,directional terms
W1-032,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does lateral mean?,Away from the midline.,"Lateral means farther from the midline, like the ears relative to the nose.",Swapping lateral and medial.,directional terms
W1-033,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does proximal mean?,Nearer to the trunk or point of attachment; used for limbs.,"Proximal is nearer the trunk or attachment, so the elbow is proximal to the wrist.",Applying proximal to the trunk instead of a limb.,directional terms
W1-034,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does distal mean?,Farther from the trunk or point of attachment; used for limbs.,"Distal is farther from attachment, so the fingertips are distal to the wrist.",Reversing proximal and distal on a limb.,directional terms
W1-035,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does superficial mean?,Closer to the body surface.,"Superficial structures lie closer to the skin, like the epidermis over muscle.",Confusing superficial with superior.,directional terms
W1-036,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does deep mean?,Farther from the body surface.,"Deep structures lie farther beneath the surface, like bone under muscle.",Confusing deep with inferior.,directional terms
W1-037,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does ipsilateral mean?,On the same side of the body.,Ipsilateral means on the same side of the body's midline.,Reading ipsilateral as 'internal'.,directional terms
W1-038,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does contralateral mean?,On the opposite side of the body.,"Contralateral means the opposite side, key to tracing crossed nerve pathways.",Confusing contralateral with 'the far end' of a structure.,directional terms
W1-039,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",3,2,Why should proximal and distal be used for limbs rather than the trunk?,They describe distance from the trunk or point of limb attachment.,Proximal and distal only make sense measured along a limb from its trunk attachment.,Describing the trunk itself as proximal or distal.,directional terms
W1-040,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",4,3,A wound is on the anterior distal forearm. Where is it?,"On the front side of the forearm, farther from the elbow/trunk and closer to the wrist.",Reading anterior and distal together places the wound on the front of the forearm near the wrist.,Reading distal as toward the elbow instead of away from the trunk.,application
W1-041,Week 1,Foundations,Foundations,Directional Terms,Directional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",4,3,A structure is between a medial and lateral structure. What term describes its position?,Intermediate.,"A structure between a medial and a lateral one is intermediate, like the middle of three parallel muscles.",Forcing an intermediate structure into either medial or lateral.,directional terms
W1-042,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does cephalic mean?,Head.,Cephalic refers to the whole head region.,Confusing cephalic (head) with cervical (neck).,regional terms
W1-043,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does frontal mean?,Forehead.,The frontal region overlies the frontal bone of the forehead.,Confusing the frontal region with the frontal plane.,regional terms
W1-044,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does orbital mean?,Eye.,The orbit is the bony socket that houses the eye.,Mixing orbital (eye) with otic (ear).,regional terms
W1-045,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does nasal mean?,Nose.,The nasal region covers the external nose.,Confusing nasal with oral.,regional terms
W1-046,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does oral mean?,Mouth.,The oral region is the mouth and its opening.,Confusing oral (mouth) with buccal (cheek).,regional terms
W1-047,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does buccal mean?,Cheek.,"Buccal refers to the cheek, the same root used for the cheek-side of teeth.",Using buccal for the mouth instead of the cheek.,regional terms
W1-048,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does mental mean?,Chin.,"Mental comes from the Latin for chin, not for mind.",Reading mental as relating to the brain.,regional terms
W1-049,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does otic mean?,Ear.,"Otic refers to the ear, as in otitis, an ear infection.",Confusing otic (ear) with oral (mouth).,regional terms
W1-050,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does occipital mean?,Back of the head.,The occipital region overlies the occipital bone at the back of the skull.,Placing occipital at the front of the head.,regional terms
W1-051,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does cervical mean?,Neck.,"Cervical means neck, as in the cervical vertebrae.",Confusing the cervical neck region with the cervix of the uterus.,regional terms
W1-052,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does thoracic mean?,Chest.,"The thoracic region is the chest, walled by the rib cage.",Confusing thoracic (chest) with abdominal (belly).,regional terms
W1-053,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does sternal mean?,Breastbone region.,The sternal region overlies the sternum in the center of the chest.,Confusing sternal with mammary.,regional terms
W1-054,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does mammary mean?,Breast.,The mammary region is the breast.,Confusing mammary with sternal.,regional terms
W1-055,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does abdominal mean?,Belly.,"The abdominal region is the belly, between chest and pelvis.",Confusing abdominal with pelvic.,regional terms
W1-056,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does umbilical mean?,Navel.,The umbilical region centers on the navel.,Confusing the umbilical region with the whole abdomen.,regional terms
W1-057,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does vertebral mean?,Spinal column.,The vertebral region runs along the spinal column.,Confusing vertebral with lumbar.,regional terms
W1-058,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does lumbar mean?,Lower back.,"The lumbar region is the lower back, above the sacrum.",Confusing lumbar with sacral.,regional terms
W1-059,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does sacral mean?,"Between the hips, over the sacrum.",The sacral region lies between the hips over the sacrum.,Confusing sacral with gluteal.,regional terms
W1-060,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does gluteal mean?,Buttock.,"The gluteal region is the buttock, named for the gluteus muscles.",Confusing gluteal with sacral.,regional terms
W1-061,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does inguinal mean?,"Groin, where the thigh meets the trunk.","The inguinal region is the groin where thigh meets trunk, a common hernia site.",Confusing inguinal with coxal (hip).,regional terms
W1-062,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does acromial mean?,Point of the shoulder.,The acromial region is the point of the shoulder over the acromion.,Confusing acromial with axillary.,regional terms
W1-063,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does axillary mean?,Armpit.,"The axillary region is the armpit, dense with lymph nodes.",Confusing axillary with brachial.,regional terms
W1-064,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does brachial mean?,"Arm, shoulder to elbow.","Brachial refers to the arm between shoulder and elbow, not the whole upper limb.",Using brachial for the forearm.,regional terms
W1-065,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does antecubital mean?,Front of the elbow.,"The antecubital region is the front of the elbow, the usual blood-draw site.",Confusing antecubital (front) with olecranal (back).,regional terms
W1-066,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does olecranal mean?,Back of the elbow.,The olecranal region is the back of the elbow over the olecranon.,Confusing olecranal with antecubital.,regional terms
W1-067,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does antebrachial mean?,Forearm.,"Antebrachial means forearm, ante- (before) the brachium.",Confusing antebrachial (forearm) with brachial (arm).,regional terms
W1-068,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does carpal mean?,Wrist.,"Carpal refers to the wrist, as in carpal tunnel.",Confusing carpal (wrist) with tarsal (ankle).,regional terms
W1-069,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does palmar mean?,Palm.,"Palmar is the palm side of the hand, also called volar.",Confusing palmar (palm) with plantar (sole).,regional terms
W1-070,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does pollex mean?,Thumb.,Pollex is the anatomical term for the thumb.,Confusing pollex (thumb) with hallux (great toe).,regional terms
W1-071,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does coxal mean?,Hip.,"Coxal refers to the hip, as in the coxal bone.",Confusing coxal (hip) with inguinal (groin).,regional terms
W1-072,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does femoral mean?,Thigh.,"Femoral means thigh, over the femur.",Confusing femoral (thigh) with crural (leg).,regional terms
W1-073,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does patellar mean?,Front of the knee.,Patellar is the front of the knee over the patella.,Confusing patellar (front) with popliteal (back).,regional terms
W1-074,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does popliteal mean?,Back of the knee.,"The popliteal region is the back of the knee, where a pulse can be felt.",Confusing popliteal with patellar.,regional terms
W1-075,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does crural mean?,"Leg, knee to ankle.","Crural refers to the leg between knee and ankle, not the whole lower limb.",Using crural for the thigh.,regional terms
W1-076,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does sural mean?,Calf.,"Sural means the calf, the back of the leg.",Confusing sural (calf) with crural (leg).,regional terms
W1-077,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does fibular mean?,Lateral side of the leg.,"Fibular, or peroneal, refers to the lateral side of the leg over the fibula.",Placing the fibular region on the medial leg.,regional terms
W1-078,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does tarsal mean?,Ankle.,"Tarsal refers to the ankle, as in the tarsal bones.",Confusing tarsal (ankle) with carpal (wrist).,regional terms
W1-079,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does calcaneal mean?,Heel.,"The calcaneal region is the heel, over the calcaneus.",Confusing calcaneal with plantar.,regional terms
W1-080,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does plantar mean?,Sole of the foot.,"Plantar is the sole of the foot, as in plantar fasciitis.",Confusing plantar (sole) with palmar (palm).,regional terms
W1-081,Week 1,Foundations,Foundations,Regional Terms,Regional Terms,"Use anatomical position, directional and regional terms, body planes, and the levels of structural organization precisely.",2,1,What does hallux mean?,Great toe.,"Hallux is the great toe, the pedal counterpart of the thumb.",Confusing hallux (great toe) with pollex (thumb).,regional terms
W1-082,Week 1,Body Cavities,Body Cavities,Dorsal Cavity,Dorsal Cavity,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What two subdivisions make up the dorsal body cavity?,Cranial cavity and vertebral cavity.,"The dorsal cavity has two continuous parts, cranial and vertebral, both lined by meninges.",Naming only the cranial cavity and forgetting the vertebral cavity.,body cavities
W1-083,Week 1,Body Cavities,Body Cavities,Dorsal Cavity,Dorsal Cavity,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What does the cranial cavity enclose?,The brain.,The cranial cavity is formed by the cranial bones and encloses the brain.,Thinking the cranial cavity holds the spinal cord.,body cavities
W1-084,Week 1,Body Cavities,Body Cavities,Dorsal Cavity,Dorsal Cavity,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What does the vertebral cavity enclose?,The spinal cord.,The vertebral cavity runs through the vertebral foramina around the spinal cord.,Confusing the vertebral cavity with the vertebral region on the back.,body cavities
W1-085,Week 1,Body Cavities,Body Cavities,Ventral Cavity,Ventral Cavity,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What two major cavities make up the ventral body cavity?,Thoracic cavity and abdominopelvic cavity.,"The ventral cavity splits into thoracic and abdominopelvic, divided by the diaphragm.",Listing the dorsal cavities as part of the ventral cavity.,body cavities
W1-086,Week 1,Body Cavities,Body Cavities,Thoracic Cavity,Thoracic Cavity,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What cavity is superior to the diaphragm and walled by the rib cage?,Thoracic cavity.,"The thoracic cavity sits above the diaphragm, walled by the rib cage.",Placing the thoracic cavity below the diaphragm.,body cavities
W1-087,Week 1,Body Cavities,Body Cavities,Thoracic Cavity,Thoracic Cavity,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What do the pleural cavities surround?,The lungs.,"There are two pleural cavities, one wrapping each lung.",Thinking a single pleural cavity holds both lungs.,pleural cavities
W1-088,Week 1,Body Cavities,Body Cavities,Thoracic Cavity,Thoracic Cavity,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What cavity surrounds the heart?,Pericardial cavity.,The pericardial cavity surrounds the heart within the mediastinum.,Confusing the pericardial cavity with the pleural cavity.,pericardial cavity
W1-089,Week 1,Body Cavities,Body Cavities,Thoracic Cavity,Thoracic Cavity,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the mediastinum?,The median partition between the pleural cavities.,"The mediastinum is the median partition between the pleural cavities, packed with the heart and great vessels.",Thinking the mediastinum is an empty space rather than full of organs.,mediastinum
W1-090,Week 1,Body Cavities,Body Cavities,Abdominopelvic Cavity,Abdominopelvic Cavity,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the largest cavity of the body?,Abdominopelvic cavity.,"The abdominopelvic cavity is the body's largest, spanning abdomen and pelvis as one continuous space.",Guessing the thoracic cavity is the largest.,body cavities
W1-091,Week 1,Body Cavities,Body Cavities,Abdominopelvic Cavity,Abdominopelvic Cavity,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What does the abdominal cavity contain?,"Stomach, intestines, liver, spleen, pancreas, and kidneys.","The abdominal cavity holds the stomach, intestines, liver, spleen, pancreas, and kidneys.",Placing the bladder in the abdominal rather than the pelvic cavity.,abdominal cavity
W1-092,Week 1,Body Cavities,Body Cavities,Abdominopelvic Cavity,Abdominopelvic Cavity,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What does the pelvic cavity contain?,"Bladder, rectum, and internal reproductive organs.","The pelvic cavity, cradled by the bony pelvis, holds the bladder, rectum, and reproductive organs.",Putting the stomach in the pelvic cavity.,pelvic cavity
W1-093,Week 1,Body Cavities,Body Cavities,Boundary,Boundary,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What structure separates thoracic and abdominopelvic cavities?,The diaphragm.,The diaphragm is the muscular floor of the thoracic cavity and the boundary with the abdominopelvic cavity.,"Thinking the ribs, not the diaphragm, divide the two cavities.",diaphragm
